listing_id,buyer_reviews,summary
625311880,"They are perfect!! Thank you!!! | These are so cute! I can’t wait to use them on my next cruise. | Perfect...Love them, Jessy....Thank you\nHappy Days ahead for us All | Not what I expected , kinda cheap looking | Quality was fantastic!  I used them on my last cruise to leave tips for the room attendant. | Excited to use these- thanks! | Packaged nicely and delivered promptly.  Love this idea to leave tips for  our room stewards on our upcoming family cruise.  Thank you! | I like these I think they are nice but my husband thought I was being cheesy.lol | Use on cruises all of the time - just perfect! | Cute. Took a while, but I live them! | So cute! I can&#39;t wait to use these on my cruise next month!!!\n\nLoved the way they were packed also :) | LOVE these money holders- they&#39;re  exactly  as shown and cannot wait to use them!! | Use on every cruise to tip Porter.  Works great to sit on counter in state room | Love these! So cute, a great idea. | I was under the impression that these were going to be navy and red like the post reveals, (photo provided from etsy post). There was not one blue or red in this collection. I won&#39;t be using them for our upcoming cruise. | Very helpful when leaving tips for room stewards.  Will purchase from this seller again in the future. | I was under the impression that these were going to be navy and red like the post reveals, (photo provided from etsy post). There was not one blue or red in this collection. I won&#39;t be using them for our upcoming cruise. Seller cancelled this order after it was delivered to avoid bad review. Update: Seller did refund my entire order and sent out the correct colors. | I was under the impression that these were going to be navy and red like the post reveals, (photo provided from etsy post). There was not one blue or red in this collection. I won&#39;t be using them for our upcoming cruise. Seller cancelled this order after it was delivered to avoid bad review. | I am very pleased with purchase. | Very fast with the order but was not satisfied with the weight of the cardstock.  Jessy was very understanding and reimbursed me for these.  \nGreat customer service. | I have purchased many items from this shop and I have been impressed with the quality of everything I have purchased.  The cruise thank you cards that I have purchased have been the talk of the ship.  I tell everyone where we got them. It has been a pleasure to work with Jessy.  We be back for items for our next cruise for sure. | Thank you!  I love the variety of colors that you included. | Very cute and will come in handy for my upcoming redo bachelorette cruise | I bought 4 varieties of these cute cruise ship tip holders.  I am sure they will be a hit with the crew. | Really cute to leave my tips for room steward.","These are cute and perfect for cruises to leave tips for room attendants or stewards, and some buyers were happy with the packaging and prompt delivery."
526749237,"Delivery was very quick and it&#39;s exactly what I ordered! | I loved my daughter’s graduation card! Awesome helpful service! Thank you so much! | Excellent product and service. Will use again | My daughter&#39;s invite came out super cute. She&#39;s so excited to ship them out to her friends and family members!! | This seller is absolutely amazing! They finished my niece&#39;s invitation in less than 12 hours. When I had questions, they answered within 2 hours. When I had to get an issue fixed, they did it no problem and really fast. They also let me know of the photo was low on resolution, but with the 1 print to test it still looked amazing. I will definitely be ordering from this seller again and tell my family and friends about them as well. Thank you :-) | Fast response and very helpful I messed up a few times on the date and she was fast to fix it!  She was very helpful I highly reccomended her shop you won&#39;t be disappoint.","The product and service were excellent, with fast delivery and helpful, quick responses from the seller, who was able to quickly fix any issues."
863749531,"Very nice coin, shiny!  Arrived in a timely fashion.  Nice packaging. | Thank you for a set of 3--the first one was so popular, I ordered more! | Shipped fast and a good, solid shiny copper! Thank you again! | Great product would buy again | Very cool little coin!!Perfect for a ring or pendant!!Very well packaged and laser fast shipping!!!Very happy customer right here!!Many,many thanks!! | Great seller. Shipped fast and product was as described. | Great items great craftsmanship fast shipper","The coins are shiny, well-packaged, and shipped fast, with customers stating they would buy again and that the product was as described."
767606159,"Poor quality, very thin and small | As described and good vivid ink | this card appropriate for many reasons | Hilarious! Love these cards! My friend will love it | Love the cards. Quick delivery | Love the cards from this seller! | Great cards!  Will buy again. | Love these sassy retro cards! | Can&#39;t wait to give this to a friend. Thank you! | This is a great item for me! Fits well, as described, cozy too! | Love the cards. My best friends will love them too. | ordered 3 cards; all were as described; love them & the sayings on each card are so funny!!! | Great to have a new source for irreverent card. So tired of seeing the same old card from other sources. Fast service! | Wonderfully smart alecky, sarcastic cards. | Great card and we’ll made! | nice quality card very cute | Absolutely perfect card. Great for friends | Great cards - can’t wait to give them to my besties! | The item arrived quickly and was exactly as advertised.  The card was a crackup and well received! | Nice cards shipped quickly, thanks | Perfect transaction!  Packaged with care!  Fun card choices! | Repeat customer | Super cute card. Friend absolutely loved it on her birthday! | I purchased several items from this shop (cards and magnets) and they were all made well and shipped quickly. Thank you! | Fantastic quality funny cards. Shipping was quick. Will definitely shop here again.","The cards are loved by buyers, are of great quality, and are shipped quickly, with buyers noting the cards are as described and funny."
60030032,,"Buyers love the cuffs, noting the excellent quality, perfect fit, and amazing look, with some appreciating the custom design options and fast shipping."
1102206956,"Super cute packaging. I love these Larger sized cookie cutters! I&#39;d really recommend this shop to others. 5 🌟 quality product and fast shipping 📦📪\n💝I love this set 🤩\n⛄Happy Holidays 🎄 | I love these Large size cookie cutters! I&#39;d really recommend this shop. 5 🌟 quality product and fast shipping 📦📪\n💝I love this set 🤩\n⛄Happy Holidays 🎄 | The 4.5 inch cutter is the perfect size. Little bigger than a standard sugar cookie and slightly smaller than what you would get at the parks. | Just what I had expected. Excited to use it. | Fast shipping! Great quality! Perfect for our Christmas cookies! | I am very pleased with my purchase | So cute and well made! | Works perfectly! | Was just what I ordered. Will have to get a second though because kids let the dog get ahold of it and it didn&#39;t survive. Whoops! | Love these cutters! Love having some magic during the holidays. | Love the design! Can&#39;t wait to use them :) | I can&#39;t wait to use them. | Cute. Good quality. Using for gingerbread cookies. | Cute. Good quality. Using for ginerbread cookies. | Great quality and fast shipping | The item took over 2 weeks to ship and unfortunately the quality was poor for a cookie cutter. It did the job, but the cutter did not have a sharp, clean cut. Additionally, the edges/underside of the cutters are very rough and jagged which make them unsafe for food (the rough edges are very difficult to clean and harbor bacteria). | My first 3D printed cookie cutters and I love them! Such great quality! Forget the metal ones… I will be buying more for sure for all seasons and events! | The cutters were absolutely perfect! | Super fast shipping, good cutter! | Great quality, my daughter loved them! | Haven’t used the butters yet but they’re a great size and seem like they’re a great quality. I’ve ordered other cutters before from another seller and these seem like they’re more durable. Very fast shipping. Extremely happy with my purchase and would definitely buy from again. Thanks! | Great Cutters from this seller! | Great Cutters from this seller! | Good quality and received in good condition | Super cute cutters. Looks just like the designs of the gingerbread cookies at Disneyland. Looking forward to baking Christmas cookies. | Loved it - exactly what I was looking for | Loved it and great quality | Quality is great, exactly what I was looking for can’t wait to use them | Very nice packaging and cutters are great. Can’t wait to use them. | I absolutely love all the stencils. I can&#39;t wait to use them!! \nShipping wasn&#39;t the greatest, I blame customs for holding the order for almost three weeks. | Fast shipping and nice packaging. Thank you | fast shipping and great product","Buyers consistently praise the cookie cutters for their great quality, cute designs, perfect size, and fast shipping, with many noting the nice packaging."
1591350228,"Very fast delivery and exactly as described. | Good quality and colour in pics is true to life | Good quality item pleased with purchase | Came really quickly, just as described | Very nice iam really pleased with the sash | Very nice iam really pleased with the sash | Very nice iam really pleased with the sash | Love this idea and I&#39;m excited to see my mums reaction | Brilliant quality and delivered on time | Fast service and amazing quality. Great value. | Very quick delivery.  Beautifully made sash - thank you. | Love it...good quality and quick delivery... | Friend loved it. Looked great | Exactly as described lovely writing. Thank you  😊 | Perfect for retirement party for friend/colleague. | Great sash made a lovely sentiment for retirement gift | Great quality and super value.  Thank you. | Great communication from the seller when my item didn&#39;t arrive within the expected time frame. A replacement was sent the next working day. Thanks again. | Exactly as ordered.  Thank you | Lovely sash with good quality material | Amazing quality thank you! Going to order another soon | fab sash will look great on | Perfect personalised retirement sash, complete with velcro to attach. Bright & beautiful. | Met all expectations & fast delivery. | Arrived in plenty of time and good quality | Quick Delivery! Good  communication | Looked amazing on our friend. | Great gift . My husband loved it | Arrived really quickly,friend was delighted! Highly recommended! | Fast delivery arrived quickly thanks | Very well made and great value. | Great product - just what I was looking for | Great price for a good quality item x | Brilliant item, great quality and just what I wanted! | As expected and very swift delivery! | very good. Would recommend it | Super fast delivery arrived on time | Super fast delivery god quality | Great product thank you very much | The sashes look really lovely 😊 | Great quality and my colleague loved the personalisation. | A brilliant sash for my Mum&#39;s retirement.\nFab quality and value for money. \nArrived super quickly too.\nWould highly recommend. \nThankyou x | Great item to add to the fun of the day | Lovely product arrived quickly and was greatly appreciated | Great quality and fast delivery | Great quality! A lot thicker than I expected it to be! | Great sash, my friend loved it | Great product , good price . Arrived promptly. \nWould use this seller again. | Really lovely and just what we were looking for. Great customer services too 👍🏻 | Perfect, exactly what we were looking for 👍🏻 | Just as described. Great customer service \nHighly recommend 👍🏻 | Good quality and it was very funnily welcomed!! | Will order from company again | Arrived super quick and looks great | Good delivery, really pleased with my order | Very pleased with the sash, great quality, lovely print and finished off to perfection! | Still not resolved as yet | Exactly as described, very quick delivery. Will use again. | Exactly what I needed for a colleagues upcoming retirement party. Love that you could personalise it and add in their name. | Great thanks so much as described | Fantastic item ,arrived on time ,will definatly order again . | The sashes are great quality and a nice memento | Beautiful thick satin ribbon sash, high quality printing,quick postage \nWould order again from here !      Thank you | Great product - just what I wanted! | Looks good ,not given it yet but very pleased | Really nice item, would recommend | Item took a little longer then expected, but responses to my enquiries about delay were quick and helpful. Thanks | Great value for money nice gift | just as ordered arrived in time | Lovely quality product and fantastic customer service got order to me super quick - so thanks again! | I ordered a sash for my retirement do and was very pleased with the quality and the price | Excellent quality, as described, meeting all my exceptions. Quick delivery. Will use this company again. Thank you | Absolutely perfect! I needed to change my address for delivery and it was done super quickly! | Great sash. Better quality than I expected. | Love this sash, it was well printed and good quality, very pleased with my purchase | Perfect sash for my bosses retirement party! | Good for party I am attending | No issues. Item as described | Perfect sash for my husbands retirement party, excellent quality, very happy with it. 100% recommend this company | Lovely quality sash and a nice memento! | Fab service. Good job, thanks | Very reasonably   priced fun retirement gift very quick delivery | Great item to make last day special | Quick service, nice product. Thanks | Excellent quality, arrived promptly! 5* | Great item - looks fabulous.  Good value for money, and arrived very quickly after ordering. | Great . Definitely recommend this . My husband loved it . | Really fast delivery, thanks \nAt least 5 words | Lovely quality.  I love it and I&#39;m sure my friend will too \nThankyou | The only issue is the velcro is too small please do a large size | Great sash for a retirement gift for a colleague.  Better quality than I had anticipated.  Would recommend. | Perfect very pleased 😁 came quickly | Arrived on time, good quality","Buyers consistently praise the sashes for their great quality, fast delivery, and accurate description, often noting their suitability for retirement parties and personalization options."
505965924,"Pretty, very small charms that work beautifully in my application! Fast Shipping. | Beautiful item, fast shipping. Thank you! | Pine cone charm is so beautiful!! I will post a pic as soon as I’m better. Much Love, Lizzie | Great store! Wonderful selection and quality.. I have been a repeat customer again & again! Thank you! | Beautiful. Silver starts to pop through after a few wears. I’m currently testing out a protective coding to see if that works. But in general,  very cute, pretty, dainty, and minimal. Love. | This product is absolutely amazing! This shop has great quality products great customer service and responds quickly. I will definitely be ordering from them again. | Very pretty pine cone gold | Will be ordering more of these.  They are adorable! | super cute and dainty, very high quality. | Came on time and it&#39;s better in person. | Just as described and pictured! | Exactly as described. Very cute, excellent quality :) | soooo adorable .. I absolutely love them!! | as described, and arrived fast | Very pretty and fast shipping! | Love these! | Beautiful!","The charms are described as beautiful, pretty, cute, dainty, and adorable, with fast shipping and great quality, matching the description and pictures."
211216067,"Such a lovely simple coat pattern! Looking forward to sewing it soon!! | Love this pattern! I have made two jackets from this pattern! | Looking forward to making this beautiful coat. | Great pattern fast posting thank you | love this shop and the patterns | I have some sewing ahead of me! This pattern looks lovely. | Super quick postage. Looks achievable! | Gave this to my son who loves to sew. Seems to like it. He collects patterns. Some he sews up, some he doesn&#39;t. We shall see about this one. | Excellent pattern, and amazing customer service. Super fast delivery to Europe also. | I have high hopes of making a beautiful coat. The pattern looks doable. I’m not a great seamstress but I think the instructions make sense. I’ll post a photo once it’s made | Anxious yo make this pattern. | The pattern arrived quickly. The pattern is as described. I anticipate the finished product will see great results! | These are my first patterns, their delivery was so quick and accurate, I didn&#39;t use them yet, but I love to start with them, as they look very clear to understand and very easy to work with! I am very happy with them and with your excellent service, thank you so very much! | This is my first pattern, its delivery was so quick and accurate, I didn&#39;t use it yet, but I love to start with it, as it looks very clear to understand and very easy to work with! I am very happy with it and with your excellent service, thank you so very much! | Arrived in less than a week and as described - thanks! | Love this pattern, perfect design for light duster or dress. | The kind of garment I love. Can&#39;t wait to sew it. | Perfect! Thank you so much! | Beautiful, classic pattern. Thank you! | Have&#39;nt made this coat yet but the pattern looks simple to  follow and a great style. Delivery was quick. Very pleased | Nice, simple pattern which works well with cotton duck. Seams are finished and neat-looking. | Thanks for the pattern. Love it | great patterns & fast delivery | Brilliant, thanks very much!!! The pattern was shiiped by Fedex and arrived within a few days.","Buyers love the patterns, noting the fast delivery, simple and easy-to-follow instructions, and the potential to create beautiful coats and jackets."
123113403,"Such lovely colours, durable and fun! Quick, safe shipping. A+ vendor. | Beautiful! Perfect for kids parties! | Quick shipping, cute props  | Absolutely perfect for my photo booth.  It was for a Father Daughter dance and they made  worked perfect!!! Great Quality!!   | Love! Love! Love! all the props I ordered.\nIt was a last minute big order &amp; they got made overnight &amp; delivered the next day! Will def use them again!!! | perfect for the photo booth for my son&#39;s bar mitzvah! fast shipping!","The props have lovely colors, are durable, fun, and of great quality, with quick shipping, making them perfect for parties and photo booths."
888638501,"Absolutely recommend. Communication was great, and shipping was quick. The banner is stunning, and we will hang it in my daughter’s room after the party. | Beautiful very good quality thankyou for all your help | Absolutely stunning. \nBetter than expected, the quality is amazing, thank you so much, will definitely be ordering more before my Daughters first birthday. | Great product and looks amazing | All the items I received from this seller were absolutely beautiful. I would recommend this products to anyone looking for something special for a celebration or to decorate a room. So pleased with how they looked at my twins’ birthday party. | Was such a beautiful piece | It was Perfect loved it | Most beautiful looking banners really will make my daughters party fast delivery | The most beautiful banner I’ve ever seen so well made definitely recommend | This was really beautiful and great quality too! so easy to assemble and ast delivery too.  Would highly recommend item! Thanks so much! | WOW! Such beautiful bunting! Incredibly well made. Photos don’t do it justice! Love love love! \n\nI will be buying more from this seller! 💗 | Beautiful items and amazing customer service x | Perfect thank you so much | Absolutely stunning. \nI&#39;ve ordered 3 lots of banners altogether now and they are beautiful thank you so much Rima for helping make my Daughters big  day even more special. | Absolutely stunning, very detailed and beautiful | THESE ARE ABSOLUTELY GORGEOUS IN PERSON!!! You really can not appreciate the details of this product until you receive it in person. The store owner was great to work with. shared various options, and offered great customer service. She put my worries at ease about shipping from the UK to the states. I received the items super fast and without any issues. I can&#39;t want to use them.","The banners are described as beautiful, stunning, and of great quality, with fast delivery and easy assembly; customers also appreciate the great customer service."
994980697,"AMAZING!! I bought this for my Dad who is big into culinary arts and he is going to be thrilled! The packaging was 10/10 too. | 10 out of 10! Quick shipping and the product is AMAZING!! Thank you so much!! | Perfect! This is a wonderful gift. | The item matched the description and the item well exceeded my expectations.  Arrived 1 week early as soon as recipients came home from honeymoon. | Great gift.  Received quickly. | I ordered 5 of these as gifts. I was very disappointed because they did not match the description or the photo that was shown. In addition, they did not come ready to present as a gift to anyone. The wood was raw and unconditioned and between conditioning, allowing time to dry and reconditioning it took me several hours to get them ready to give as gifts. And even then, they are disappointing. In some cases the wood is so dark, you can&#39;t see the name or the design that is etched into the wood very well. If these were not personalized, I would send them back ASAP. | I ordered 5 of these as gifts. I was very disappointed because they did not match the description or the photo that was shown. In addition, they did not come ready to present as a gift to anyone, the wood was raw and unconditioned and between conditioning, allowing time to dry and reconditioning it took me several hours to get them ready to give as gifts. And even then they are disappointing. In some cases the wood is so dark, you can&#39;t see the name or the design that is etched into the wood. If these were not personalized I would send them back ASAP. | It was a gift. The recipients were very pleased! Thank you!","Some buyers mentioned the product makes a great gift, while others were disappointed that the items did not match the description and were not gift-ready."
814030778,"FREAKING AMAZING!!!! Can&#39;t wait to wear! | My wife loves the design | These are truly great, Thanks! | I wore my undies to the Teeth premiere in New York! It and they made my night! | Great quality. Exactly what was hoping for. | Love this! The shop was very communicative on the process of creation and shipping. They are more like swimsuit bottoms but I like that because they keep the muffin top under control. | Excellent and awesome. Love ‘em, new fave panties | OMG, the quality of these booty shorts is off the hook. And they inspire both awe and terror in penises. So great for the Halloween fetish party I&#39;ll be wearing them to ;)","Buyers love the design and quality of the product, with some noting the shop's communicative process and the product's suitability for various occasions."
531549844,"Absolutely adorable!  This item was made and shipped with love.  I’m so happy! | So darlings. Can’t wait to use them for Thanksgiving. | Honestly, I squealed when they arrived. So stinking cute and I can’t wait until my soon to be born granddaughter can wear them for Thanksgiving. | Quick shipping.  Great present for a thanksgiving baby! | the booties are adorable! i love them! although i might run a nice ribbon through the borders to be able to tie them and keep them secure. i bought them to go with a Thanksgiving outfit for a &quot;reborn doll&quot;, not a real baby. So just to make sure they don&#39;t fall off. They came really fast too!! Very pleased with this seller! | Very well made | I bought these for my grandson for Thanksgiving and they were adorable and he loved them. | So cute! Arrived quickly and just as pictured! | This fit my 5 month old baby perfectly! | Absolutely precious. So great for the holiday. | I am so excited for my son to wear these! They are so cute! | Beyond adorable! Too cute for words | They are so cute. Can&#39;t wait ti take photos | Booties came quickly and are super cute! Perfect for our thanksgiving themed pregnancy announcement! | Absolutely, perfectly darling! I’m so excited to give these as a baby gift to my best friend tomorrow. She has free range turkeys in Cody, Wyoming and it’s a huge part of their family ranch. I think she’ll love this little gift for their new baby girl!  💕🦃 | Well done and we love it 😍 | So cute! Came in exactly as pictured and quickly | So cute and well made. Just as pictured! | These booties are adorable.  I can't wait to give them to my granddaughter. | Absolutely adorable and excellent quality. Was worried the turkey would look and feel cheapy but its great. So cozy and well made. Cannt wait for thanksgiving!! | Love them! Cannot wait for my daughter to show them off at Thanksgiving dinner! | Absolutely adorable, can’t wait to put them on my baby! | So adorable! Absolutely love these! | Even cuter in person! Absolutely love them | Super fast shipping. Super sweet item. Love it! | So cute!! Great quality and quick delivery. | Item as expected. Fast shipping grade A service. | I have already rated this and it’s fantastic. I ordered a 2nd for a friends granddaughter. So freaking cute! | This product came fast! faster than i expected! seller responded to questions that i had fast too! will b ordering again! | Just as pictured and received in a timely manner!  Can’t wait for baby to get here in November so he can wear them. 😊 | The quality of these shoes are amazing! They are so adorable. I can’t wait for my daughter to wear these for her first thanksgiving! Thank you seller 😊 | The booties are so cute!  I can’t wait to give them to my granddaughter! | I bought these for my Grand babies first Thanksgiving. So adorable. Thank you | I’m blown away by the quality of the shoes and the speed of shipping.  Truly one of my best ETSY experiences recently. | Super cute and soft and very well made    \n\nI love them | Very cute fits perfect love it | These little booties are the cutest.  Very well made. Fast delivery | Amazing customer service and they are so cute! Absolutely adorable | They are so beautiful.. I love them.. Seller was quick to mail i got them right away.. ❤️❤️❤️","The booties are described as adorable, cute, and well-made, with buyers excited to use them for Thanksgiving, and the shipping is fast."
1629161391,"Really beautiful design and when I asked for a tweak to the design seller was really receptive. Thanks so much! | Love this print. Seller was so helpful too, kindly checked with me before sending that I was happy with the design and was happy to tweak something for me. Great communication. Would definitely buy again! | So cute to have a bouquet made of the family’s birth flowers. I know the recipient will love it. Seller was so helpful. Thank you! | My friends were really pleased with the print that was provided! Great quality and communication. | Amazing thank you very much | Amazing item, perfect gift. And thr customer service was perfect. | Great quality and fast delivery! | Amazing quality, great gift idea | Amazing quality, great gift for family and really fast delivery | Amazing quality, cool gift for the family | Absolutely beautiful. Would highly recommend.","The design is beautiful, the quality is great, and it makes a perfect gift, especially for family; the seller is helpful with great communication."
609445567,"It is a very cute sign but a lot smaller than I was anticipating. I am leaving 4 stars only because I think the price was a lot more than it is worth | I got this for my niece&#39;s nursery. My sister and brother in law love it! Not only do they have it hanging over her door, we&#39;ve used it as a prop in her maternity and newborn photos. Couldn&#39;t be happier! | Very fragile. Broke so easily. | Purchased on Dec 12 and didn&#39;t receive until Jan 22. Had to reach out to find out why it hadn&#39;t been received yet. Very lightweight. | It look beautiful on the door, but it is a bit expensive for the quality. | Thank you for the great customer service and wonderful product! | PERFECT!  Great quality - exactly what i expected.","The product is noted for being cute and lightweight, but also fragile; some buyers feel the product is smaller than expected and expensive for the quality."
613840273,"They worked perfectly with everything thank you so much | Seller was VERY accommodating. I will definitely order from them in the future. | Loved it, received item super fast!! | Looks like the picture. They were perfect! | Very good quality and service. | It is wonderful but you can see through the balloon if you are using it for a gender reveal | Love the balloon, very nice and fast delivery. Thank You 👍👍 | The balloons turned out perfectly!  We bought our own helium tank and bunched them in groups of 3’s and placed them all over the room and outside.  So cute! | Fast shipping and cute balloons | The balloons are perfect. Exceeded my expectations! | Adorbs! And we’re\nPerfect for my party! | Fast shipping item as pictured thank you. | thank you!! I love them  | The balloon was a little more gold than yellow like I expected, but still so cute! Everyone loved them","The balloons are cute, look like the picture, and are of good quality with fast shipping; some buyers noted the balloons were perfect for parties."
1771982793,"Absolutely incredible and high quality pigmented watercolor pan set. Jaw dropping color shifts… I have a new obsession! | Absolutely stunning! Would highly recommend! Thank you | Nice dot cards and a good amount of paint on them | Gorgeous paints.  Seller is attentive and responds rapidly to messages. Will be back for more! | Excellent product. I love it! | Fast shipping and nicely packaged, the colors look gorgeous and I can’t wait to try it out! | Colors are bright and vibrant excited to use | Hhhh huh hhh. Uhhh huh | Amazing! the pigments the colour everything amazing! recommend ++++ | I have been looking at this set for a long time and just decided to take the plunge and Ooooohhhh my!!! It is beautiful!!! Thanks for the very quick send and I can’t say enough at how cool these are!!! I am very happy!!! | Never disappointed with these water colors! | Great quality and arrived on time | These watercolors are just amazing! The sparkle is real y&#39;all, and it came with the cutest little tiny sample pans! The dot card testers are fantastic & generous. The magical drops, I know they look small but they&#39;re 0.7mls each, a bit more than a mini pan and slightly less than a quarter pan. So don&#39;t be fooled, it&#39;s a generous amount of a gorgeous product! | Beautiful product, great quality! Highly recommend | Such amazing quality! I can&#39;t wait to dig into these. Worth the investment 100%! | It is little pricey, but I love all the color. Will order more. | delectable eye candy.  can&#39;t wait to paint with them. | Absolutely the most beautiful watercolors I have ever used. I can’t wait to purchase volume 3! | Absolutely beautiful paint thank you! | OMG these colors are AMAZING!! This paint set is going to take my art to the next dimension!! | As always, everything is perfect! | These are EXCELLENT watercolors. Also the packaging was lovely. | Shipped quickly and as advertised. Lovely watercolors and I can&#39;t wait to work with them. | Great colors, great quality, fast shipping!  Thank you! | The item matched the description!!! Thanks, excellent seller | The set was amazing! Love the colors. I was surprised about the size of the watercolors but can’t wait to use them. | Thank you so much.  Love your paint. | These are beautiful and high quality. Love that the button trays have small magnets stopping the individual rows moving about the tray when working with the paints. \nVery quick delivery - from USA to UK | They arrived (I have totally not been obsessively checking the tracking), they were well packaged and arrived safely. \n\nSo far I&#39;ve only done some test swatches, but they were accompanied by 25 minutes of neurospicy awe and vocal stims because holy helly are these gorgeous | Very pigmented and beautiful colors! | Super shiny paints, come in a tin. | Holy mackerel are these wonderful!  They just came in the mail and I instantly needed to make a color chart.  I have a bunch of other metallic paints from other makers, but these are so much easier to use!  I barely wet them and the colors are rich and super saturated.  And the color shifts are super… wait.. is that green or purple??  Fabulous!  I’m already going through to decide which I want to buy full pans of, least they be discontinued for some reason.  I’m going to have so much fun! | These little sample dots are so wonderful and such a great value for the ammount of handmade product to try! I&#39;ve been really enjoying playing around with them and im excited to create more with them! Would definitely reccomend | Rarely do I receive an item and think, &quot;Wow, that looks as good as it does in the listing photos!&quot;  These paints looked even better than they do in the photos.  Unbelievable.  The multichromes are spectacular. | These paints are absolutely stunning! | Great products!  Fast delivery!  So sparkly! | These are beautiful colors, rich tones and excellent coverage, I use to highlight my small watercolor paintings. | Pretty colors and definitely as described!","Buyers consistently praise the watercolors for their beautiful, vibrant colors, high quality, and excellent pigmentation, with many highlighting fast shipping and lovely packaging."
1326641044,"Good vinyl, would buy again | Originally it came in no so good condition such as having cuts that didn’t match correctly and having unfinished cut lines but immediately after contacting them they decided to make things right. I only asked for the replacement of the one that didn’t line up correctly and they sent me a whole new pair which I found cool. All in all looks good and I like it. | Have 2 people to help install! | Very nice. I messed it up a little but it was my fault but still came out so nice, I love it so much. | Good quality, and really good looking. | Great product and fit perfectly on my 3rd gen 4runner. | Excellent quality and shipping was spot on. | Perfect fit! Shipped quickly too! | Nice materials, can’t wait to install them! | Just as described and it fit perfect!","The vinyl is good quality, fits perfectly, and looks good; the product ships quickly, and having two people to help with installation is recommended."
897842555,"Absolutely beautiful and great customer service! Definitely recommend. | Very happy with my pictures thank you | Beautiful print and frame - very happy with it! | I bought this as a gift for a cat-loving friend, it arrived very quickly and she was thrilled with it | perfect 😊 shipping was fast, quality is great, I absolutely love it | Got this for a friend who loved it! | Beautifully done!...Cant wait to finish decorating and get it up on the wall. | Excellent- highly recommend! great service. | My friend will love this! Great quality and timely delivery | Print is great quality. Frame is light and feels a bit cheap, but looks great otherwise. | Lovely prints, look great on my picture shelf! | Nice! Really pleased with this, and it also arrived quickly | Printed on high gloss photo paper. Illustrations is good but execution disappointing.","Buyers are happy with the print quality, fast shipping, and consider the product a great gift; some find the frame to be of lesser quality."
690676059,"Love love love these bibs!! They are such good quality and are so soft. They wash up so well and look really cute with any outfit! | Love these bibs!!! Amazingly soft and so lovely!!! Thank you! X | Looks gorgeous to look at. But iv taken start off cos they are sooo big for my daughter, wish the velcro went further down. | Fabulous item, beautifully made and great colour :) | Perfect for our daughters Christening, thank you! | Lovely bib and very fast delivery | Amazing! This bib looks so nice! I can’t wait for my little girl to wear hers! Have brought more :)","Buyers love the bibs, noting their good quality, softness, and how well they wash; they also appreciate the bibs' lovely appearance."
130824493,"Very prompt shipping.  Thank you! | I am very pleased with this print.  I bought it for my son for Christmas.  I know he will love it.  Very good quality and I received it in 3 days.  I highly recommend ChetArt. | An amazing print that will be a treasured gift! Very fast shipping. Would recommend 100%. | I love this photo it is an amazing work of art | Great print and received very quickly!  Thanks! | This poster is the centerpiece on my wall and I couldn&#39;t be happier. | So unique!  My husband&#39;s favorite movie is O Brother Where Art Thou so he really loved this. | Adorable! Nicely packaged. All it said it would be! Recommended seller. | It was AMAZING!! The colors are nice, everything was perfect. It was a gift and he loved it. Awesome! | Item was shipped properly in perfect condition. Seller was very nice. Will definitely purchase from again! | It was the perfect gift and I received it in plenty of time. Love his work and I hope to purchase more. | The print was every bit as great looking as it is online! I gave it as a gift and it was very well received :) Shipped on time and everything was fantastic!  | Love the print! Shipped quickly; great seller. | Print was beautiful, shipping was fast, but the packaging could have been a little more protective as it arrived with damaged corners. | Exceeded expectations product arrived extremely quick and exactly as described. Communication was excellent.  Thanks Chet! | The gift was very loved. The customer service was beyond exceptional! Highly recommend. | It is so much better than I could have hoped for. The colours ate vibrant, the wording crisp. My husband LOVES it! It is literally the entire film on one page. It&#39;s perfect! | Great transaction, very pleased. | Shipped and quickly and well made. My brother will love it.","The prints are great quality, well-made, and amazing works of art that make perfect gifts, with fast shipping being a common positive point."
1677182577,"Looks great, easy to use, thank you | Many of the mockups don&#39;t show the picture of pattern very well, this showed the whole thing. Great | Great mockup, easy to download and easy to use | The mockups are beautiful and just right for my project. | Great mockup, exactly as shown and described. Thank you! | Good product. Very easy to use in PSD | Great mockup quality. lots of details. | Great mock ups, very happy. | Beautiful boho feel to this design.  It worked great in Canva and downloaded perfectly.  This is one of my go-to shops! | Nice Mockup, entire design visible | So excited to use these in my new designs.  Thank you for the opportunity to purchase. | I wish the shadowing in the room was a bit lighter, but an overall pretty mock! | Well made mockup, perfect for showcasing my blankets. | Perfect just want I needed.","The mockups are described as great, easy to use, and of good quality, with the designs being visible and working well for various projects."
1455603949,Absolutely amazing! I accidentally ordered two of the same stickers which was resolved perfectly with fantastic customer service. Couldn’t have asked for any more! | Super high quality and looks great! My original package got lost in the mail and the seller was very kind and helpful and I received a replacement swiftly | This sticker is absolutely iconic ! It is amazing and soooo funny ! Good quality and well packed ! I recommend | We did not choose tracking for the shipping of the product and it did not arrive during the expected window but upon me contacting the seller he did everything in his power to figure out when we might get it and we actually got it a couple days later but he was super helpful and communicative and available and we really appreciated it,"The stickers are high quality, well-packed, and the seller provides helpful and communicative customer service, especially when packages are lost in the mail."
